X,Y,rho,p_value,n_used
TN_km2,W_tour_km2,0.25156832316950495,0.2846492182845755,20
TN_km2,DW_tour_km2,0.43659771709967277,0.037258323871788096,23
TN_km2,AIR_tour_km2,0.6512254383869622,1.6986933513554225e-05,36
TN_km2,MSW_tour_km2,0.3567577545623909,0.04882833339645582,31
TN_km2,share_W,0.2128655042203504,0.3675584856687881,20
TN_km2,share_DW,0.4276265311318712,0.04180932009090853,23
TN_km2,share_AIR,0.6206863493878271,5.375649345129847e-05,36
TN_km2,share_MSW,0.37500316470384704,0.04502198721210744,29
